camis,dba,borough,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,critical_flag_bin,neighborhood_simple,neighborhoods,nyc_poverty_rate,median_income,perc_white,perc_black,perc_asian,perc_other,perc_hispanic,indexscore
40560302,SERAFINA FABULOUS PIZZA,Manhattan,1022,MADISON AVENUE,10075,2127342676,italian,2025-05-12,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,12.0,A,2025-05-12,2025-11-14,Cycle Inspection / Initial Inspection,40.77599678735,-73.96236681198,108.0,4.0,14200.0,1041884.0,1013930056.0,MN40,POINT (-73.96236681198 40.775996787348),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40573507,NICOLA'S,Manhattan,146,EAST   84 STREET,10028,2122499850,italian,2024-08-28,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2024-08-28,2025-11-14,Cycle Inspection / Re-inspection,40.77799000975,-73.95613000297,108.0,5.0,14000.0,1047658.0,1015120049.0,MN40,POINT (-73.956130002968 40.777990009752),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40576196,MARIELLA PIZZA,Manhattan,965,LEXINGTON AVENUE,10021,2122492065,pizza,2025-09-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2025-09-10,2025-11-14,Cycle Inspection / Re-inspection,40.76923942196,-73.96305297736,108.0,4.0,12800.0,1042762.0,1014050121.0,MN40,POINT (-73.963052977363 40.76923942196),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40579797,THINK SWEET CAFE,Brooklyn,546,KINGS HIGHWAY,11223,7186453473,jewish/kosher,2024-11-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10.0,A,2024-11-26,2025-11-14,Cycle Inspection / Initial Inspection,40.60450547373,-73.96935310107,315.0,47.0,41402.0,3178595.0,3066810230.0,BK25,POINT (-73.969353101067 40.604505473734),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
40592181,MCDONALD'S,Bronx,1515,WILLIAMSBRIDGE ROAD,10461,7184091670,hamburgers,2025-10-10,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,2025-10-10,2025-11-14,Cycle Inspection / Initial Inspection,40.84476340762,-73.84655322122,211.0,13.0,25600.0,2044164.0,2040790001.0,BX37,POINT (-73.846553221222 40.844763407621),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
40604004,WRAP N RUN GRILL,Manhattan,1125,LEXINGTON AVENUE,10075,2127441588,american,2025-04-24,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,53.0,C,2025-04-24,2025-11-14,Cycle Inspection / Re-inspection,40.77437084938,-73.95930963871,108.0,4.0,14000.0,1043239.0,1014130020.0,MN40,POINT (-73.959309638708 40.774370849375),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40622348,P&S BAKERY RESTAURANT,Brooklyn,917,UTICA AVENUE,11203,7184852020,caribbean,2025-05-29,Violations were cited in the following area(s).,05C,"Food contact surface, refillable, reusable containers, or equipment improperly constructed, placed or maintained. Unacceptable material used. Culinary sink or other acceptable method not provided for washing food.",Critical,7.0,A,2025-05-29,2025-11-14,Cycle Inspection / Initial Inspection,40.65071324572,-73.9302595555,317.0,45.0,86200.0,3102885.0,3046980051.0,BK96,POINT (-73.930259555495 40.650713245721),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
40635454,THE LOWELL,Manhattan,28,EAST   63 STREET,10065,2126056859,american,2025-02-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-02-11,2025-11-14,Cycle Inspection / Re-inspection,40.76596952252,-73.96933627712,108.0,4.0,11401.0,1040906.0,1013770047.0,MN40,POINT (-73.969336277115 40.765969522515),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40665065,DANIEL,Manhattan,60,EAST   65 STREET,10065,2122880088,french,2025-05-06,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2025-05-06,2025-11-14,Cycle Inspection / Initial Inspection,40.76702862591,-73.96797116872,108.0,4.0,12200.0,1041086.0,1013797502.0,MN40,POINT (-73.967971168723 40.767028625907),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40679229,AMARANTH,Manhattan,21,EAST   62 STREET,10065,2129806700,mediterranean,2025-10-21,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,13.0,A,2025-10-21,2025-11-14,Cycle Inspection / Re-inspection,40.76561297812,-73.97037973936,108.0,4.0,11401.0,1040890.0,1013770014.0,MN40,POINT (-73.970379739364 40.76561297812),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40687209,VIA QUADRONNO,Manhattan,25,EAST   73 STREET,10021,2126509880,italian,2025-09-05,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,38.0,C,2025-09-05,2025-11-14,Cycle Inspection / Re-inspection,40.77268209207,-73.96544837262,108.0,4.0,13000.0,1041495.0,1013880015.0,MN40,POINT (-73.965448372615 40.772682092074),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40711820,DAGAN PIZZA,Brooklyn,6187,STRICKLAND AVENUE,11234,7182090636,jewish/kosher,2025-01-21,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,27.0,B,2025-01-21,2025-11-14,Cycle Inspection / Re-inspection,40.61319881003,-73.91215686931,318.0,46.0,69800.0,3238591.0,3084701120.0,BK45,POINT (-73.912156869306 40.613198810025),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
40716489,ORSAY,Manhattan,1057,LEXINGTON AVENUE,10021,2125176400,french,2025-10-07,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,3.0,A,2025-10-07,2025-11-14,Cycle Inspection / Initial Inspection,40.77245824081,-73.96070442567,108.0,4.0,12800.0,1043145.0,1014100023.0,MN40,POINT (-73.960704425666 40.772458240805),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40719552,LEXINGTON CANDY SHOP LUNCHEONETTE,Manhattan,1226,LEXINGTON AVENUE,10028,2122880057,american,2025-10-30,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,10.0,A,2025-10-30,2025-11-14,Cycle Inspection / Initial Inspection,40.77744691021,-73.95708718972,108.0,4.0,14000.0,1047628.0,1015110057.0,MN40,POINT (-73.957087189718 40.777446910205),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40720288,LE CHARLOT,Manhattan,19,EAST   69 STREET,10021,2127941628,french,2024-10-17,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,7.0,A,2024-10-17,2025-11-14,Cycle Inspection / Initial Inspection,40.7697510383,-73.96661601024,108.0,4.0,12200.0,1041300.0,1013840023.0,MN40,POINT (-73.966616010241 40.769751038301),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40756287,BARBARESCO,Manhattan,843,LEXINGTON AVENUE,10065,2125172288,italian,2024-10-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2024-10-22,2025-11-14,Cycle Inspection / Initial Inspection,40.7654772102,-73.96579507654,108.0,4.0,12000.0,1042396.0,1013990122.0,MN40,POINT (-73.965795076538 40.765477210203),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40765947,FOOTPRINTS CAFE,Brooklyn,5814,CLARENDON ROAD,11203,7184513181,caribbean,2025-08-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-08-13,2025-11-14,Cycle Inspection / Initial Inspection,40.64494876831,-73.92112359229,317.0,45.0,94600.0,3221966.0,3079160047.0,BK96,POINT (-73.921123592286 40.644948768309),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
40788891,STARBUCKS,Manhattan,1378,MADISON AVENUE,10128,2125347225,coffee/tea,2025-05-27,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2025-05-27,2025-11-14,Cycle Inspection / Initial Inspection,40.78712106813,-73.95424614092,108.0,4.0,16001.0,1047436.0,1015070056.0,MN40,POINT (-73.954246140917 40.787121068134),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40806615,CAFE RENAISSANCE,Brooklyn,802-804,KINGS HIGHWAY,11223,7183821900,jewish/kosher,2023-04-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,17.0,B,2023-04-17,2025-11-14,Cycle Inspection / Re-inspection,40.60651049981,-73.96446509159,315.0,44.0,41800.0,3177559.0,3066650034.0,BK25,POINT (-73.964465091593 40.606510499805),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
40829150,SOCIETY OF ILLUSTRATORS,Manhattan,128,EAST   63 STREET,10065,2128382560,american,2025-02-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2025-02-13,2025-11-14,Cycle Inspection / Re-inspection,40.7648901196,-73.96677368557,108.0,4.0,11402.0,1042056.0,1013970060.0,MN40,POINT (-73.966773685566 40.7648901196),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
40840790,ORIGINAL PIZZA,Brooklyn,2351,RALPH AVENUE,11234,7184445007,pizza,2024-07-29,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,2024-07-29,2025-11-14,Cycle Inspection / Initial Inspection,40.62066301914,-73.91737013652,318.0,46.0,69602.0,3235913.0,3083630021.0,BK45,POINT (-73.917370136522 40.620663019138),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
40846843,RUSSIAN BATHS,Brooklyn,1075,SHEEPSHEAD BAY ROAD,11229,7183321676,russian,2024-08-02,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,2024-08-02,2025-11-14,Cycle Inspection / Re-inspection,40.5936601846,-73.95861002682,315.0,48.0,58400.0,3201740.0,3073970001.0,BK25,POINT (-73.958610026823 40.593660184597),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
40852887,R.J.'S PLACE,Brooklyn,1058,RUTLAND ROAD,11212,7188129225,caribbean,2024-06-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2024-06-12,2025-11-14,Cycle Inspection / Initial Inspection,40.66365694355,-73.92483563442,317.0,41.0,88400.0,3100051.0,3046140010.0,BK96,POINT (-73.924835634423 40.663656943554),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
40863335,RITZ WEST INDIAN CUISINE,Brooklyn,926,CLARKSON AVENUE,11203,7183421877,caribbean,2024-10-04,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,8.0,A,2024-10-04,2025-11-14,Cycle Inspection / Initial Inspection,40.65685395977,-73.92688326022,317.0,41.0,86600.0,3100938.0,3046410001.0,BK96,POINT (-73.926883260219 40.656853959765),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
